"","GSM524151.CEL.gz","GSM524152.CEL.gz","GSM524153.CEL.gz","GSM524154.CEL.gz","GSM524155.CEL.gz","GSM524156.CEL.gz","GSM524157.CEL.gz","GSM524158.CEL.gz","GSM524159.CEL.gz","GSM524160.CEL.gz","GSM524161.CEL.gz","GSM524162.CEL.gz","GSM524163.CEL.gz","GSM524164.CEL.gz","GSM524165.CEL.gz","GSM524166.CEL.gz","GSM524167.CEL.gz","GSM524168.CEL.gz","GSM524169.CEL.gz","GSM524170.CEL.gz"
"ANPEP",5.40068960433884,5.8488207904988,5.71529104436549,5.15462269187831,6.08664128799748,6.24434532736729,5.61267156309113,5.434094975801,5.3705049803286,5.21889641573379,6.06601322268434,7.65221845803248,7.2614345746256,5.9904572917961,6.62310593698831,6.18616299097333,7.68136923717892,6.19986832841266,6.65241191763947,6.29325232973914
"PSAT1",7.53783804144516,5.47588160110971,6.78982594231175,5.5190676741813,6.44991052518721,6.37359524640928,6.42999596385903,6.74420280880329,6.46468219633449,6.38115115093572,9.06984509359301,9.59106301005123,7.7432088018699,9.04071009610532,6.65504289718303,7.32191947943146,8.57844889262252,7.18092966512531,8.28827421317024,7.69895423384948
"MDFIC",7.23565803190253,6.65738395537922,7.3162277988439,7.06815673077088,8.20341416882572,7.20818668089022,7.21134485360149,7.46386025209482,6.33969149993781,7.71472600865556,8.38732776895756,8.33982192406745,8.61200391502102,9.09310822144034,8.85570498002796,9.2030828483312,9.01435426761076,8.95256263182981,7.93269076772638,9.54286304889625
"ANXA4",7.94467038497247,7.00187188921595,7.64047975294602,7.82256021695185,7.86613999133569,7.91167508239678,8.11292474567453,8.66150358838594,8.17363264994398,7.40645868410845,9.60289481263883,9.8997528390357,9.95958357168505,9.10649127465064,8.80394089682109,8.63568582521599,8.74514015524809,8.49552034583235,8.38646793395233,8.52405837678058
"KCNQ1",5.36645203222105,5.70907219051169,7.1819352058966,6.42464421864511,6.68332143626045,6.33274869935943,6.78925744410086,6.70197547460163,5.51393017589113,5.63090018731569,7.03589216616777,7.76556739921281,8.47932876272071,7.55880483647189,6.69677240108971,6.8972191551198,7.78622593392044,6.72575610080083,7.2122726148394,7.04584964524744
"CTRB2",8.19292061558389,7.51316838057481,9.4076112031171,7.46604722866213,9.79365414358136,9.48941203446964,9.42243095085957,8.33012674852107,8.52003417708648,8.25398182100133,9.30204805830882,10.8593096544742,10.5924019973644,9.45989185457389,11.0406114060449,9.16289552389267,11.0122550450102,9.53595141635422,9.8539204563517,10.2696034540382
"MYCN",2.71627616873059,4.20558184867926,3.40658091578446,2.72601964065411,3.4294127239559,3.60276330745659,5.36898471221151,3.72641788186041,5.46941727260015,5.70729717106902,2.28966947151385,2.47458383148964,2.27747824732851,2.44592890324396,2.22747581531558,2.33698481163293,2.17046791847998,2.10834757677237,2.91403565349037,2.83655927968656
"NEFL",4.62834932169389,3.70505856556209,3.36354380217271,3.60470555420455,3.33209203306744,3.68615227573839,4.27924662554258,3.76560910086811,3.19147916739725,4.62834932169389,5.05388784452256,6.82261666964577,5.06601301410965,5.7779545190214,5.17665680366016,5.84395775987066,5.56606392359139,6.70590088839251,5.86368519828606,5.53357973209028
"NHLH2",6.26724492220336,5.02929172721022,4.49882911643612,6.19446435508391,5.82969281249897,4.22545853248398,5.55514410621878,6.85679731512713,6.32086557885053,7.14858686044821,7.58531563073188,7.69050819114967,7.50753115026026,7.48590147614696,6.30397818640767,8.47577975271682,7.41358306198298,8.333809895694,5.20195663912892,6.27906024046619
"REG3A",5.24014884448705,5.14666866162511,7.59164274148368,5.28451949946234,6.07473062439386,9.10879722425251,5.14817487559086,12.5977711696223,5.26376283109155,5.01252994933436,10.9036388797357,13.122761320231,13.3006460511369,9.87668431144587,8.11885328704348,11.5081903491332,10.2981993058172,9.49094273319909,10.7500452181609,7.10871097523082
"PCK1",8.27945660666035,9.64559527805533,6.8694027772985,6.21520531560227,7.74913048580003,7.92594659999791,5.01897815001411,7.22975536779698,8.50983207177796,8.54121494813582,9.77608933786392,9.06605623134356,8.99498032937056,10.3198512933648,7.81357042764477,10.7548174499035,9.94493776462001,10.9161139211414,9.78850458920667,9.45375376026147
"PLA1A",8.06474907294851,7.66977090868706,7.487277397843,6.63068352760964,7.78162918614649,7.91511311891321,7.29660279210898,8.91358402443679,7.0874574729776,6.84741918543801,6.64904738139026,6.58659070446318,4.82221232003963,5.22846209095359,6.14660934320253,5.91869217076739,7.10528338148175,7.2054618811887,6.4434302640956,4.32664658260993
"PLA2G1B",12.8113332374549,11.2541262896491,13.4643408308878,10.9912709796714,12.4846811788229,12.8494556383084,12.6614254239952,10.9610551005205,11.8978501778399,11.0595204373874,13.0999630635195,13.86721911753,13.7071928249263,13.27894333082,13.5291630942645,12.4902287555317,13.4331348769556,12.8566426356279,12.6894023514281,13.0923488344744
"PNLIPRP1",8.50074154896368,8.6795442948464,9.54327887099201,6.91463342484197,9.65940590368499,9.46447435925872,9.69538681627918,9.49863080102303,8.32885933082632,9.17954791923846,9.44711109937079,11.8096614107287,11.4482078678855,9.47232472666055,10.6966845691314,9.23663699998709,11.6987929515968,9.79407719305716,10.6520706618456,10.312736850429
"PPP1R1A",10.8897255044202,10.545276676191,10.8631386678146,10.0116522186308,11.002315819465,10.4140233227816,11.0278462184007,10.7679499317609,10.4079655880616,10.4703522594478,9.65319771481404,8.93597857490952,9.77208248844925,8.52826597294871,11.2896403081964,9.97003226075606,9.07023160204962,9.54511795143537,9.47140139858137,9.31840838374473
"CCDC198",7.13221450356436,7.35729839320655,5.56889103827434,6.08139030602597,6.39131303800432,6.08722931323244,6.81750937679148,8.3165236896665,7.48904752939934,7.26717148617688,6.13655053493733,5.75744374158177,4.57384168302984,5.42408239860591,5.54459304104767,5.04485795208382,5.40841224813285,6.41030982284026,6.186439806911,5.35507710014462
"MBNL3",4.23866137729005,3.87750439797688,4.23707235012517,3.95060889208627,5.13710811056989,6.82119810402053,6.18124027038177,4.72953215348521,5.5716163654376,4.56992093907293,4.04292024975744,3.51562696167112,3.13838083165359,3.41669303881131,3.88865858691228,3.90113096298699,3.25482566960505,3.09036453144936,3.64926817360989,4.87043143941216
"CLTRN",8.26026391746588,9.90633466027784,9.07142100669679,9.31828016952484,8.33660833918006,9.55672703262972,9.4321527614354,8.80524735558484,9.4668148798868,9.44374554008866,9.10279154418104,6.37489414244673,7.45363040380816,8.58226332117237,6.92767245318744,5.85316643508049,8.65064190592026,8.22222170160296,8.77933360706868,7.91248939967492
"PCDH10",6.8233910350813,5.05880368349774,3.52391963919168,4.70163016701146,5.73695833773847,4.78770151989226,3.6557882636816,6.80163723861903,6.02752874962276,8.3994130815351,6.42031452547614,7.2601300928296,7.3644947027579,6.2312458185017,6.92432859734609,8.84958251412257,6.81964977293542,8.32297602086895,6.56002860591368,7.57531372126472
"RASGRF1",5.58445163817319,6.63077356496379,6.19971320874826,6.05934028521317,6.1358885234504,6.90355232111339,6.38703225238038,5.91587857680617,6.5364418782555,6.42151129315357,5.47896657129189,4.22633229426529,4.96644572862978,5.70428904565593,4.72233176554741,5.53879388379821,5.88863324229568,5.03994005547307,5.64116281262982,4.34804746322757
"REG1A",9.30937492028194,7.01777718851722,11.0357375867735,6.93708679989679,10.496255167751,11.2885035495352,10.4193937529487,10.8682616838663,8.75925685222271,8.23130511149595,11.0922557412921,12.3109274621148,12.7612580077603,11.0863791509409,12.5863596297283,11.571896153115,12.9004452761531,10.9977893102076,11.5118837406195,10.9603608491381
"REG1B",9.00390277717132,7.75962991741657,12.2463375201131,8.91272066492017,11.5218536724836,12.5262974105074,9.30678582123998,12.0424359578216,7.23831966901407,7.75289571818579,12.0112169203167,12.2585003212157,13.7144270342475,11.9493998901075,13.0394742960209,12.6527981734469,13.0155244136121,11.8618277119295,12.4161137820817,10.9313431747934
"REG1CP",6.36539202852552,4.4244940470112,5.58348199414729,4.46878311725589,5.15149609947012,7.40023907932505,5.50955232009768,9.90200554407497,4.659408564526,4.15979926473455,9.74510323489219,9.23117205758228,10.4120177813617,7.14813178246388,8.9341060822839,9.65160077977815,7.97475486989669,6.63405212899372,8.77002705721615,6.09925349105246
"SLC2A2",7.62994732032576,6.9801794800129,5.90099696979995,6.22864804795557,5.90536757460221,7.22244669852007,6.59521135128992,7.56370038447478,7.25297797393148,6.99318208857628,4.93958043960529,5.05012211765028,5.32820561689402,5.88143949604356,5.23853437365096,6.39977562342063,3.29023394825251,4.46578321829891,4.98149842018016,4.89043093862414
"SPINK1",11.1869126217801,9.7512861133692,11.30108629538,8.58066252991062,9.99200516199124,10.7387730884486,10.4845845932374,10.3763489670541,9.92467162030124,8.84150281094693,11.5872969043585,12.991747301367,13.0062587105541,11.7277554639171,11.1212092905351,10.6663215975249,11.7619784781276,11.0061074514326,11.0276914799606,11.0729034529863
"SYT1",7.03126144567642,6.29261813913417,6.75943678514553,7.49160718050483,6.32524400441392,6.8203936999121,5.89953027657066,6.45859876940225,8.14868551687671,7.87646228494123,8.32546105943323,8.68774583871402,8.30628627698673,8.39361916273127,7.16982676122876,8.16072560202317,8.33529959528562,8.93445416560483,8.00647078815282,8.33426620166331
"TMPRSS2",4.68660726326242,4.84337660023321,5.59690586866834,3.73555487962644,4.17386591652527,4.6876426106313,4.37021819584436,3.62141788455428,5.07963690692375,4.87939278913121,5.05554985619638,5.84535100299516,5.95452551823077,5.3753562385697,4.89699662362227,5.40539885185623,5.55275052602066,6.14918032185294,6.40976454886639,5.19606184804485
"TSHR",3.9856124360939,4.86570884120943,3.77841508246637,4.45850252817046,4.14868539170032,4.58602779483708,4.07112613428329,4.25099872517191,4.50138530034412,4.7381664564398,5.44913393803006,5.68025619202486,5.0008553014299,7.20820309586419,5.49742247325203,4.85372552032815,7.26453790899016,5.51632810394866,6.8061652534206,5.31832009325353
"GALNT14",7.06113997955194,7.4713328875109,7.29351195228269,6.18016979357517,8.38688816241191,7.64343122724062,8.26185235688055,7.52062537722187,7.85947947751519,8.2836652202171,7.00401376764996,5.81237683028856,6.27680595968237,6.09035741929424,7.31113649799523,6.77537556192281,6.78337189155398,6.43610580123065,6.63068352760964,6.22173483980184
"KCNK5",4.1943365051927,3.4959333739346,4.44612384015029,4.864293311532,4.60537479270839,3.74936470354609,4.75690966956936,5.5332828256983,4.08506112764167,3.71154767349308,5.34668174420385,6.19261152475052,5.81472345673815,4.75362567057743,4.46659426369374,5.42404319814588,5.76302788473718,6.09200059029871,6.14683966508632,4.95691936611956
"SLC4A4",4.53202071187995,4.81478145713052,5.39479370691535,5.28244695057486,5.01402625149811,4.90578280240948,5.79183254132444,7.21327109633723,3.92702805283029,6.89671261920778,6.84869793370917,6.69848783827679,7.56655743482179,6.29847657504581,6.03838197040472,6.34772421389005,6.66491162045944,6.08024723215497,6.43981313843739,6.87049198762177
"SV2B",7.2245342273769,6.61398079181974,6.82377403594417,6.63017267369202,6.50709140885411,6.79768957397802,6.77207207298988,7.90786575436222,6.5012973618718,6.60023680676546,7.32589991959602,8.06300920356121,8.00081498177978,7.73879599458927,7.64690624321972,9.48749024623192,8.16796439443773,7.51329735446368,7.59217461449111,7.79078380611187
