"","GSM524151.CEL.gz","GSM524152.CEL.gz","GSM524153.CEL.gz","GSM524154.CEL.gz","GSM524155.CEL.gz","GSM524156.CEL.gz","GSM524157.CEL.gz","GSM524158.CEL.gz","GSM524159.CEL.gz","GSM524160.CEL.gz","GSM524161.CEL.gz","GSM524162.CEL.gz","GSM524163.CEL.gz","GSM524164.CEL.gz","GSM524165.CEL.gz","GSM524166.CEL.gz","GSM524167.CEL.gz","GSM524168.CEL.gz","GSM524169.CEL.gz","GSM524170.CEL.gz"
"Hs2.348883.1.S1_3p_s_at",4.53836235671056,4.60549762286157,3.84314558098586,4.30409933208437,4.70171421459267,4.05966721602076,4.07980946688617,4.54668502652112,3.9683786255583,3.78945071471644,6.03545313617539,6.13251779050764,5.79793892948672,5.51905641285839,4.55365489542087,4.55921441827899,6.03540068851609,3.57098467482491,3.7267981527464,3.78139015292439
"g6912233_3p_a_at",5.69833849827411,6.98858353961834,9.21435634476684,5.88247876142281,6.5343068847033,9.86923582642105,7.93596602694997,7.13896351175128,8.39687385102673,6.72993721423848,6.82473590165089,10.4281003923654,11.1634102625637,8.76809150050703,9.40198045045328,8.3365136709442,8.99062977073078,8.7041371930778,7.91075513860883,8.42496866759892
"Hs.4892.0.S1_3p_at",9.19580905040311,9.275692974675,9.17678342209824,8.99514748071233,9.5296103588446,8.52249444894327,8.45090341621124,9.53420850250862,9.74920981536642,9.53536898400856,9.62879381618788,8.76641659053162,8.70156804938586,8.78252775643093,9.00470681717376,9.72996534964652,9.57926060310194,9.77152629542958,9.61312844707323,9.87883663174228
"Hs2.411370.1.S1_3p_s_at",7.21503393245541,6.25196514564492,5.69438520997904,5.76042141137755,7.27637257190333,8.4364006178219,7.91624868596004,7.80095480957594,8.11771180062648,8.39598379282443,5.12049103007405,5.73977094330701,5.44247194044383,6.47555353243623,7.18762785403573,8.16829098194163,7.39706144737304,7.42432577753747,7.47316745060637,6.75818031460619
"Hs.216958.0.A1_3p_at",5.7171472901465,5.9754183300039,5.94048917756105,5.67199935073735,4.99251699573735,4.58619604465649,4.67847288780203,4.25397102858044,4.6548177699241,4.6555009381598,5.72669594351705,5.76008653045903,5.73965848494498,5.72434657175324,5.014781659361,4.67901816218886,5.12108498008075,5.00746014484565,4.31876806403922,4.70002585240472
"Hs.125783.2.S1_3p_x_at",6.68987355698291,6.63082716331736,6.80131207572794,6.50572017555014,5.68095629818865,5.41575265929057,5.51991571148077,5.15290233629387,5.01136456127737,5.1907311033484,6.74159042256898,6.57351232350767,6.75519785182672,6.56473916710705,5.36578431254786,5.59370642249834,5.64044644517568,5.65487249092799,5.56251591099603,5.54367008090839
"Hs.198135.0.S1_3p_at",6.33407826439932,5.61006675177139,5.43967779912573,6.29136616211416,7.77239930774751,7.40599058990562,8.02310682385205,7.82204755831373,7.47665738285074,7.64702068691716,6.02017682015764,6.16736969214388,6.34947013063742,6.10220612833812,6.86655067602753,7.53851996114936,7.4210323768314,7.86644732559211,7.85720762313476,6.22517269054903
"Hs.197751.0.A1_3p_at",3.68415966135898,3.58084175829708,3.49990404448554,3.71184349834177,3.86731405747404,4.32308022017505,4.90538518346075,5.3428810365371,5.05873553776155,5.35056225527036,3.2968895674096,3.6913703185178,3.54438234977375,3.20015075496099,3.72553048092477,4.46316678194141,4.10594229423738,4.55592819958302,5.00285909918901,4.5273249650969
"Hs.192966.0.S2_3p_a_at",8.80387146128567,9.91136051604379,10.437151831191,3.71674505497077,6.45400756307608,8.35803601949055,8.604780243266,9.17340505048807,8.74598046336672,6.54299744398248,9.20486963574876,10.4503335881467,10.2554286772992,10.3256803733479,9.05081812707417,6.09412211167768,9.11558864865366,9.4370692113577,10.24939923256,10.0080436286957
"Hs.184245.0.S1_3p_a_at",7.91112448446677,7.6845353028498,7.68201765072292,8.50998592058358,6.07786168967546,6.08958751818253,6.42168140116854,6.7987137000027,6.87398758966414,6.96971570733099,8.15551844365125,7.89978430030898,8.56815884537941,7.51757562205922,6.34962628525168,6.35009459777744,5.70407228620201,7.10430030030571,6.99666178794009,7.22731836417764
"g6808610_3p_at",4.7012554781628,6.06181620599979,3.79330522143927,4.38386153134725,4.52032304896909,3.77057271158902,5.62661207630122,6.15777129052061,4.63563818035632,6.94285978074007,5.95619991054603,4.40476334579104,4.95385099262923,5.31536949157526,4.13377531443261,4.70463277770168,4.98085516070529,4.57573479127791,6.98206110604049,5.91750656365073
"g7706354_3p_a_at",10.302860870646,9.92754802475748,9.97804296872718,9.34104018187805,9.50984384449601,9.41233484778612,10.3772598363827,10.5635214821072,10.2113911217796,10.3937026640124,9.62069160504383,9.76965786133517,9.42386923187373,9.84024798032973,9.48331359595485,10.3359944364373,10.0416469644527,10.0138670653731,10.3894335494298,10.1150802602481
"Hs.179507.1.A1_3p_at",4.84567795135922,5.00008135479936,4.69848233120869,4.72397256582167,5.09294577213898,6.53405687350848,6.26843045557502,7.3040674280856,6.65412166698778,7.35919966722073,5.45221210680254,4.87836774916219,4.66790405069824,5.02781467125299,5.2534679703026,6.57943575912122,6.64049166650925,6.68085641010619,6.17983296535371,5.51527355419968
"Hs2.434457.1.S1_3p_s_at",3.74901571338753,4.16536977059294,4.87455806706442,4.18539449290363,4.80753413637427,5.29553640045504,4.99518201451517,6.05839416159609,4.81669373308443,4.17590293721366,3.57338898948411,4.37521438743071,4.50621462123802,4.07231988245585,4.54895378615889,5.23332010372548,6.15843397570388,3.57981624520012,3.84881124838341,5.20685903832408
"Hs.306827.0.S1_3p_at",4.89488287829878,4.47634268929128,4.6425730016131,4.86429789106267,4.64859518351927,4.85490480555071,4.55237386932097,3.72256391228059,3.81125793110576,3.94419836662884,4.25209659633102,5.01316085890966,5.45981796458018,4.97508927544657,4.76603497808982,4.79362019167638,4.63985001157271,3.58809667086155,3.49200803549554,4.5716699304532
"Hs.173694.0.S1_3p_a_at",9.39492724612987,9.64867513275507,8.81291339296689,9.02104758961123,8.82549610002773,9.41815479274883,9.58929051915397,10.2241554302409,10.2373753877217,10.2282614104933,9.56470142079791,8.94221323811693,8.96882116425195,9.70862500771334,8.29884088654633,9.47824632837722,9.76090215131719,10.0685910537463,9.82558798284888,9.92078618896129
"Hs.278398.0.S2_3p_at",2.59233126695452,3.1843759612759,2.88126029117445,2.67335849416923,4.67787967743722,4.51585667520105,3.07323534067694,3.61726177089098,3.59857826456843,4.34036635066231,3.3082060455092,3.05056233939986,3.65511335176996,3.37631220861557,3.3318721030103,3.52608817887025,5.20823576454304,5.69233875694078,5.19935568320458,4.16976505490036
"Hs.173373.0.S1_3p_at",8.07871129075743,7.57371286216847,7.80042632540592,7.52198671126986,7.72172191810859,8.48727265202945,8.36189261716397,8.46674750129063,8.79871289917317,8.92544770484675,7.62057755527616,8.01437808351737,7.4383056045571,7.8470466479238,7.28855739501396,8.34823661332914,8.24489603411703,8.56816024013347,8.69925975311661,8.38907640232862
"Hs.173081.0.S1_3p_at",5.89701141618144,6.2072520519149,4.38916382368407,5.90679934369924,6.52159294494231,7.11551034137549,7.05390624192085,7.47632785031748,7.23054742904812,8.10847791530919,6.71638027619166,5.96232104101773,6.51776993827118,6.63827779302218,6.48774259421685,6.91186370780275,7.18977900081723,7.80002885987726,7.27952790619296,6.45109089425895
"g12751451_3p_at",7.5401715970225,7.7909361554738,7.13439620833758,6.96450719775229,7.41709892331514,8.1212916692422,8.47948125567484,8.59719155762989,7.85947947751519,8.35369415330055,7.28857582779984,7.78737188465798,7.03146711163305,7.60689445309411,6.49167429624094,7.21829921667086,8.23271036684736,7.93463767963972,7.81296275222123,8.09176972065168
"Hs.172825.2.S1_3p_a_at",6.11536071752979,6.29176353606835,6.74248453782206,6.1439066772956,5.46296838597807,5.3089550758329,5.38894539091058,5.1685933325793,5.15250114795302,5.1860987618485,6.31920761447176,6.82738272385587,6.34695846433956,6.49005984552915,5.92313809025167,5.52455001161054,5.30131951497883,5.37925752707432,5.36459778619377,5.70864083392545
"Hs.172619.0.A2_3p_at",5.06846053143533,5.66895620566603,5.046190360455,5.07134392253945,5.48235936096115,6.76585887735114,6.85710704221277,6.77683423230877,6.5407020784965,7.71227493741103,5.24872339279083,4.9712631649767,5.48118883286681,5.53027979693495,4.98378406195393,5.63062734786838,6.31089653400802,6.8012541012022,6.69495424586744,5.46535285845572
"Hs2.378192.1.S1_3p_at",4.31077997783548,6.1748268664566,5.35035161591724,5.50843251123972,4.32765880929575,5.24032886017341,3.06008069852433,2.88777265269232,4.21043669614265,3.04816782687644,3.64687570673032,4.58097937803568,4.41685822312096,5.81622263339903,4.51744172884944,4.52078443015785,2.70058521894749,6.12342241038362,2.62018589576484,5.2269523765952
"Hs.170204.0.S3_3p_at",6.30478454047358,5.97225894200149,4.86963358317192,5.81860089306423,5.35517898758267,6.95674760498994,6.90116426095505,7.29643040659931,6.39922746230529,7.00387518851158,5.83668638134682,5.23636283028209,5.57940516846685,5.66028847867791,6.07050502656397,6.67267435528654,6.13213977036768,6.82563721840699,6.76529405555566,6.50486526685278
"Hs.288786.0.S1_3p_at",4.68583231052826,5.29553453175842,6.10133722761805,5.23531969694253,4.54119488063547,4.29908000587707,5.07956989144367,6.28241562884201,4.42884947418053,5.30578218889357,5.63732740576385,4.98286004318349,6.07741179281993,6.44053373150365,4.32419444197902,5.22300639982725,5.32886537850424,5.77299803750793,4.46182573350205,6.41658291253701
"Hs.167839.0.S1_3p_a_at",6.42372327323257,7.00063241146279,6.28187898710883,7.65352292838104,7.03969918555431,7.36451055839045,7.52215913466075,6.27688956251545,7.05282038395621,7.0111337442501,6.89611942355339,6.76058390715961,7.1527822137874,6.92740899036742,8.00875930846104,6.28767538799184,7.60985168880294,6.44935063581667,7.70729767030165,7.74732601719187
"Hs.167115.0.S2_3p_at",6.77453015189308,7.75560074128433,6.9324704944417,6.88954293224881,7.51474385155825,7.10633885827235,7.33929554849418,7.89146768405591,7.80251478414687,7.9336735141793,7.35259081822872,6.08963904087544,6.82233698895839,6.85873399532613,8.75604997510517,7.70325514064449,7.39315744323231,7.76340854132129,8.0495278345967,6.7045120264072
"216345_3p_at",6.95623938379636,6.70350680185338,6.74277919691991,6.55425068272108,5.62366133274343,5.54633476589885,5.35790530041477,4.99433602277287,5.51957989867162,5.23614305157436,6.51642383147982,6.78848180289006,6.67125105981916,6.18903747110598,5.82601528839378,5.39485959618626,5.56065022462805,5.39380900846632,5.26934973629244,5.47149089119013
"Hs2.158244.2.S1_3p_s_at",8.25334399848808,8.70394177943949,8.98451059304293,9.09642133354377,6.49422774807844,6.60670142549413,6.23022566405657,6.67805650664227,6.43768659252864,6.83770795213061,9.24952789285376,8.29619539144941,8.78118303208128,9.68039319549937,6.55985927848494,6.0964365405556,5.62540864206514,6.01011456649365,7.18031792527962,6.44116857502645
"Hs.155995.0.S1_3p_a_at",7.04265633456862,7.89130697047312,7.96341919812853,7.55084926531309,7.03210775809872,8.5537870750787,8.30021338841816,8.17160084618892,8.33203873192632,7.74334334044776,7.275832215208,7.82114957005259,7.32010192879395,8.35237844997399,7.89355088686535,8.24030924582028,8.24714139039883,7.87369990203015,6.98238118925202,8.50259751904788
"g13027583_3p_a_at",5.29707266883512,6.21076932566841,5.52848722683953,5.84784253024426,7.48295453551555,7.26652290693738,7.55952990087903,7.39931831723577,7.52518281862399,7.76352931280013,6.40705442572468,5.30415421573442,5.00390547490958,5.59701752929429,7.42329011796433,7.07250609421294,7.31705192463789,7.3951947308684,7.38276317874197,6.82691402947358
"Hs.154919.0.S2_3p_at",8.5141663492826,8.46724051427225,7.78296172168539,8.18040981530837,8.92269245887754,9.22009833162884,9.29595049955378,9.59303875470342,9.46463493128957,10.1591649579567,8.05403318809459,7.32889674994857,7.27898070847988,8.32566785793303,7.40026966454154,9.38966640900463,9.22358201065774,9.06755471561185,8.78968546065116,9.17341588411788
"Hs.154797.0.S1_3p_s_at",4.63923409192836,5.82506723319099,4.33548755478729,5.42604084420137,6.78831105763844,6.75075516603501,6.9721859412408,7.23573192399665,7.20063677500887,7.21961620900627,6.40735239110053,5.35760788304441,5.33175168580354,6.48494436601134,6.18933623412978,6.61429076779357,7.16582248464265,6.89950074773672,6.62105874367058,7.53099026021071
"Hs.154740.0.S1_3p_at",9.77888385414914,9.87140085208004,10.1154873132492,10.3098473222389,10.7487548055934,10.1371656674985,10.7922096504487,10.6745555154717,10.74274746605,10.8932692235162,9.96265771373686,9.78858147219532,9.90790129532194,9.79375138535982,10.5401202777438,9.97836260405339,10.9727310433164,10.8670102290826,11.0528693115977,10.689446152036
"Hs.154525.0.S1_3p_at",6.6241169298265,6.78713330465648,6.46243011191995,7.50575626718538,7.71981033954987,7.64955148733515,7.87461930014072,7.79445895423937,7.74334163277936,7.94889921553786,6.97029110016124,6.96191495447631,6.34413789269302,6.85409156572306,6.89678316046149,8.04962850106651,7.44328419994775,7.55056917746901,7.58830744078772,7.66989716961133
"Hs.153293.0.S2_3p_at",3.31421261537773,3.56979489657866,3.59555159316951,3.79341210246394,3.88664475350008,4.94760568351193,4.01032251911998,5.1191024775223,4.39863880568804,3.86659725787601,3.81599795045289,4.27758721157349,3.2134187103534,3.73153048225962,4.70652090666227,4.65091498689655,5.48302563830007,5.52180401425877,5.31065140412926,3.46694141934705
"Hs.151411.0.S1_3p_a_at",7.77836439125556,7.64189063484891,7.50245402497387,7.97433950566274,5.50809757913479,6.65300810179412,5.70899967544587,6.73497632118538,5.96633790145489,6.70416866126454,7.61418371835906,7.51068585969893,8.22611684507235,7.99644978431565,6.48737403984917,5.87097048418486,6.32301005369289,6.49239297441294,7.00971734231893,4.72287911899455
"Hs.151385.1.S1_3p_at",8.44195692769267,8.51264142965041,7.94584860355908,8.48715267734991,8.7311560631953,9.34039770621121,9.41399327848844,9.70257934451421,9.35800339568435,9.58175804494635,8.34501690227453,7.78942263419236,8.39151603588639,8.79307251680386,9.05379679029666,8.76611201834813,9.37373652630896,9.68680767871298,9.59788965203472,9.28176699674434
"Hs.150275.0.S3_3p_at",8.80701282335344,8.95083702493793,8.28226947463192,8.13563659693446,8.34213257434645,9.06239934120837,9.08965383422135,9.58298564682136,9.38173997561029,9.69612963600573,8.73704819632439,8.06587722578045,8.57735077858057,8.92274991589901,8.08586604833592,9.21929824139749,8.77991849527685,9.30646316765792,9.14101303658575,9.19744056716296
"Hs.149918.1.S1_3p_at",6.39895261428707,5.906403420103,5.58978815019257,6.82405462161057,5.70681991795222,6.28430988771344,6.56507496460632,7.64432685411037,6.86531380911331,7.20643904481835,6.8011954148737,6.80732498888921,7.5021189800724,7.31168506106658,5.55602924205317,7.16400681614022,6.16448711770031,6.74492290832327,7.23773994795658,6.55898971412663
"g13124753_3p_a_at",4.9334845203265,5.21976999467687,5.27422346817238,4.95762016938962,5.55690935990563,5.66097741245938,6.10167199635267,6.12497398211002,5.37591094171579,6.98965731423303,4.91556815063025,4.42888873070235,5.03205042158607,4.76629793377535,6.07782016044666,6.46778685417137,5.84862052220493,6.15650247938542,6.0742005673258,6.05880701110832
"Hs.293705.1.S1_3p_x_at",5.84646496826137,5.95640442889193,6.05183973691141,6.26715645433344,5.03037653478197,5.05873776531557,5.09220720431759,4.93638156897136,5.03090688961371,5.06956451852407,6.27395233027843,6.10415380957936,6.2620568327826,6.0991210107514,5.00811197889496,4.78116094113334,4.83354858696199,5.59278051334557,4.6050707629749,5.2037897571637
"Hs.28540.0.S1_3p_at",5.29585831676267,3.02587579743273,2.90222189018835,2.43352846953335,3.29748708795704,3.34178871897732,3.27555001104564,6.71892456961156,3.87634943255361,3.96522986644987,3.45393041914245,5.36332366094528,2.90255066208231,2.63558418832956,4.82478561239656,6.55741616384787,3.08081877904263,2.58843844185366,2.41824624678691,3.02423716850142
"Hs.137476.0.S2_3p_at",6.06852010996201,5.87030131015767,5.42952055044816,5.5827918414356,6.0380970476558,5.88963642991541,5.16026680690085,6.06760270795026,5.9451168941093,6.02778054302383,6.29746447333906,5.33790996654309,6.40498003203635,5.3944085402581,6.98559829791679,5.73953004296351,6.62791706689096,6.89645953795992,7.45667713256751,7.15603825175183
"Hs.14845.0.A2_3p_a_at",5.44727738969263,3.65275520757064,4.7665799600706,4.7350040021373,5.87245381189257,5.59368284858833,6.62869565202184,6.82171496191345,6.2657858879133,6.65042115038645,5.00575290778473,5.64113088978471,4.83564580331404,5.60981635278541,6.03610415652684,6.89785572234268,5.2006008275994,7.21681801908751,5.3724730088744,5.04879333622256
"Hs.137168.0.S1_3p_at",5.26035535001108,5.05437896823221,5.15874601555067,5.40130670352234,5.52245469275336,4.31325995163159,7.1009846026828,6.12587487609588,5.66821624402601,4.23882146560346,6.40100182905778,6.77059616643493,5.22822562380473,5.110708659467,6.21031481265712,7.09793831905055,6.17715524847071,5.43717302631387,4.1524261924115,4.3375408495223
"Hs.293919.0.S1_3p_at",3.8594730303892,4.63455721871682,4.42609078675753,3.93419913468582,5.24172049737668,5.40196313723495,5.1202377907157,5.63252084622283,3.92523853708217,4.42700258109134,3.4668503830433,3.4690585073493,4.50261721557609,4.50970488213254,3.87041861458194,4.08892221955002,5.18130627660231,4.3146389402248,5.21359714750515,6.64536974928477
"Hs.129943.0.S1_3p_s_at",7.55769231362835,7.20523022908333,6.6232513727016,6.88821641654191,8.81697579879389,7.93087922612662,8.34763555775054,8.59111499226209,8.38371225265748,8.29552051662379,8.07666501609775,7.33128508897214,7.37090007572443,7.20956744463993,8.24361709031968,8.52860665844928,8.82935757284684,9.26254378816577,8.1348799240649,8.53330479979264
"Hs.129908.0.A2_3p_at",7.5760093000364,7.37280771526989,6.79118762208533,7.21564335191381,7.7232283672588,7.90597620757293,8.3922815799737,8.51942272045046,8.90616554984623,9.06587065754224,7.30285906083356,7.01653978414416,6.70404664031211,6.71661218458754,6.37377241287169,8.23883362945367,8.2071493349435,8.12019171222512,8.38105968086524,7.27806309429955
"Hs.129836.0.S2_3p_at",7.95453036341213,7.02026534127604,6.79740900215118,7.53832156069199,7.61840738297128,7.81973813328492,8.08445330317426,8.03226344729328,7.90052756488202,7.62965603099712,7.46621341688763,8.04778370601756,6.84088986186856,7.85935054942762,6.65085905134527,7.13152940234085,6.98148552100236,8.30071620105106,7.61095909126768,6.62516104868188
"Hs.77496.4.A1_3p_a_at",3.07281881469084,2.68918833236553,2.63157940833627,3.01025200765809,4.37771620846401,3.54272655348963,3.38729073012911,4.51473500478758,4.83716181714134,4.91330717854885,3.29170353704474,2.36858513224553,2.70617699075707,2.8771988436024,3.0275838181827,4.05498466625707,4.94711478379411,4.5439310107686,4.92753875694817,4.19007540421904
"g4502048_3p_at",10.1688480556653,9.98227315780161,10.2940676811974,9.84725831311845,11.3926698467329,10.9958602449656,11.1031836003329,11.0610000578961,11.1549690326825,11.0811112961874,10.0010664071069,10.3144379664334,10.1968005963246,9.81426553578398,11.1599109868168,11.1094385339269,11.4709339137452,11.1218986163027,10.7203435052256,10.3569468574826
"Hs.126565.0.S1_3p_at",3.18672905567014,2.94146341441551,3.25157119515486,3.74515027480243,5.42713841296618,4.12891134157155,5.70758415969935,6.41751230577872,5.39088392208151,5.50212962509841,3.81430144181953,3.10486350992346,2.20741651775133,3.5182550012919,4.34865683367938,5.2216552076581,5.63606061023165,5.10235288482444,6.06742279233035,6.80056098139558
"Hs.118087.1.A1_3p_at",4.43186650789201,3.8662897245089,3.12662733153038,3.90567001455289,4.00612820607515,4.53637962421996,5.18589483858938,5.37497635836118,5.53888833865913,5.87903322174082,4.51442375629799,4.285517116565,3.66439199655766,4.00511194125436,3.87041861458194,5.24915818848418,4.29106354939847,5.43746974561746,5.13015286284952,4.41604299421513
"Hs.190830.0.A1_3p_x_at",4.56288674961313,4.30137671861023,4.12697392119787,4.20430748654772,6.38885571087839,6.81138733222668,7.28751643391543,7.72125987267911,7.12398809670827,6.05531536521908,5.45727107956859,4.30732116928196,4.13461631289313,4.6426039665686,5.42074898454408,6.6550868966458,6.54282181785598,6.24346489422301,6.94709555270007,6.28951779888246
"Hs.109445.0.S1_3p_at",6.0281863665259,5.79733125771298,5.46344253248894,6.6688335194899,6.53438300158481,4.97934178099025,6.40923982959298,6.65782193004999,3.75448164708738,6.49111182514849,6.70852970814101,6.21996499439459,6.95483048095929,6.99579790907624,3.98745652729424,7.03124678456487,5.70631931429512,5.01342518299249,6.07430424406055,7.31970465756116
"Hs.107088.0.S1_3p_at",5.92463399663786,5.49301524214459,6.08796259818809,6.35122373953608,7.3795113715885,7.42592329003085,7.48396078804543,7.50578938478147,7.21175471072388,7.16082852579778,6.44042077578178,6.61211162371847,6.02329125320747,6.50765347912066,6.7117108512432,7.73313129512743,7.71050274588376,7.86614071831962,7.37127400171136,7.74746189820655
"g12620187_3p_at",7.01932287685746,8.23784891882742,7.20579213430918,6.98177744721862,7.24380751338111,6.63381388933134,7.00935574309864,8.34979471854223,7.47242182632325,8.74738664945329,7.20791486045607,6.88622305720896,7.7884353602276,7.71491083201367,6.85697241378427,8.00201548853914,8.21266744592147,7.62947688331793,7.96624961892801,9.0140622726841
"Hs.105749.0.S2_3p_at",5.58367826972653,5.85528777381246,5.22462689973493,5.62414334708494,6.91517543909019,7.36715814975141,7.57919660237659,7.04214373138589,6.98971915254732,7.40449137992097,6.10405820362644,5.62714641153846,6.15900430135206,5.91774131131555,6.67685300352719,7.30095739396864,7.40105108337199,6.34927113962556,7.09054750644602,6.72991921172903
"Hs.103915.0.S1_3p_at",7.13660787041463,7.04702678038881,6.96760233414763,7.16682685952959,6.61998441878081,6.02953059532065,5.71218122989522,5.92656858094386,5.61463972156247,6.05726614243893,6.91829980867795,7.28578918624399,6.93314462681582,6.7838638460148,6.37406881499654,6.23424921514016,6.0983949253727,6.48779461014464,6.31107685913633,6.2637072576617
"g6912469_3p_a_at",6.31518976296262,5.64799480266959,4.94005663329956,5.97271823229638,6.61274533114205,7.82389598519612,7.49938005047202,7.85628749878656,8.29052245440466,8.09545330196304,3.84723523388717,3.9166299235042,5.02667760902045,6.02946336704442,5.83420769060565,7.77134603517833,7.47454859345711,6.95186201757333,6.9462514437446,6.66348252328842
"Hs.100729.0.A2_3p_at",5.4762091162477,5.51325552324092,5.20692669533742,5.54589762653837,7.13759279276726,6.90375918676641,6.87570010209167,7.85709944681039,7.39952229226536,8.08946276587818,6.32982366910334,5.53807437573698,5.03829144008272,6.01625782589462,6.01361165418365,7.62637412896631,6.6867527720991,7.62366437523416,6.70170285988562,5.87882932642526
"Hs.23438.0.A1_3p_at",5.99501579913144,5.82226586366367,5.71379665389339,6.0268889945745,6.60222952555799,6.39302310889919,6.56453610343514,6.65726498532521,5.69879830083345,5.99141836658341,6.44438543078205,5.62528008054118,5.73380022365572,5.515483268676,5.89628320377548,5.69415831563333,5.74748606082047,7.100043044062,7.46354927353576,6.81260722885828
"Hs.96633.0.S1_3p_at",7.57977453734991,7.66748504632072,6.9113294112706,8.13911417900696,8.85105442989166,7.18792569356925,6.85638642425203,6.91637030576513,7.35247154614493,7.58589180421382,7.9385210019852,8.48174019895769,8.86128092291909,7.52367401135379,7.69237904672073,8.58268110697194,8.46622296713487,8.41978990035138,8.37363863805099,8.08320636170347
"Hs.96427.0.S1_3p_x_at",4.22271796004807,5.01702374850463,5.2752652540199,4.76584985276795,4.1102977613469,6.72462645107038,6.40938264681081,6.8372433094382,6.33969149993781,5.73467685000336,5.49742247325203,5.37258634976986,4.25935110159441,5.90003632509657,5.40203331260601,5.12930542686679,6.13024033755944,6.57664414638071,5.34274823765691,3.60967838599239
"Hs.93121.3.S1_3p_at",7.02381353804986,5.90024798033586,5.26899663590726,6.74002030402515,7.92262785893336,7.85047736761168,7.4106256816672,8.3096740795673,7.99292082766681,8.22680934041614,6.03049876820948,5.99337100978183,6.40524038833323,6.09332555683019,7.15789654956919,7.70330775439506,7.60089956862498,8.24455933552188,7.62968591667608,8.39846884322062
"Hs.90998.3.S1_3p_a_at",8.57101557417775,7.98088805714838,8.07101976472764,8.93184280239945,7.19657490794712,6.5108800642857,7.84071920597302,8.60359223856874,7.72633464164339,7.71292863209528,9.43601060228021,8.61963711700751,9.18333963003101,7.52971079778181,7.85872815744095,8.08568574717395,6.88718035177846,7.80050497430424,8.4579183438765,7.96049356592892
"Hs.29468.0.A1_3p_at",7.27172639717264,7.53518197822571,7.00837004967377,7.46313816319674,8.12339836172877,8.45870843295097,8.40565095367791,8.92209128524255,9.22556177284986,9.20148952652075,6.97520076083344,6.97313391583424,6.78390933715656,7.58264157271606,7.18090672327802,7.92174389554218,8.38977323950445,8.45032055658955,8.8296930723515,8.34062933694924
"Hs.46783.0.S1_3p_at",4.38309934603065,4.42667107732836,4.57581815786619,4.52802466935518,5.98275030804952,5.64683860315741,5.52976646845194,5.58960865044495,4.76415170609892,4.71013956578994,5.00514333702231,5.03901511000728,4.76744559467957,5.02533382497316,4.95445610956133,5.63865479409308,5.57036058001015,5.50359908712234,5.06477145056007,5.26603916036749
"Hs.84087.0.S1_3p_at",10.0106945780736,9.84767769879444,9.22170904227742,9.51053584690516,8.71738071887091,9.19456684821994,9.46473175994983,10.154547832264,10.0002047347071,9.93942770919787,9.76392845312475,9.91052720317731,8.89631618622302,9.16226130316416,8.60391812685024,9.7783862986373,9.59759470569768,9.5672741359455,9.04367241761621,8.84418952426476
"Hs.82635.0.S3_3p_at",5.26833916959102,5.62836561206161,5.40374096093978,5.47650527723979,6.58456090256146,7.13711427037286,7.05102402147782,6.67741567343927,6.96683529586219,7.02792566495947,5.50010697416386,4.25450556457323,4.48447671448133,5.49582477070103,6.09196603839447,6.70646485338948,6.86778648344591,7.26824489888103,7.51990822606468,7.33500628906879
"Hs.82432.0.S1_3p_at",8.10987774891254,7.52938547439925,7.4921809286,7.47641989274548,7.85512447074113,7.83915309303326,7.88967407018001,8.47911843085379,8.75933396377862,8.57106997864052,8.08132022945799,7.38712514505833,7.04898655821815,7.12049478123934,8.35398406164072,8.89421714144393,7.79131653718156,8.49900116388272,7.66731739619019,7.24457535359292
"Hs.82007.0.S1_3p_at",8.0241776228808,7.82381986826973,7.17245943256008,7.00152302902996,8.43805197293739,8.73764242717677,8.77328393306286,9.12545457413044,9.0834731160605,9.00712205994812,7.54098384814962,7.6976259210553,7.33898376244333,7.47482429615266,7.86564798384341,8.81447324002014,8.52401600604501,8.96170576683959,8.46525062721847,8.0114502604419
"Hs.81412.0.A3_3p_at",6.75567650547598,6.21630320038551,5.64393981965181,6.16237125508042,6.62591595193385,7.03386943923053,7.79836109644783,7.49733244334326,7.83833106660298,8.18749971064585,6.31750724846807,6.07256029610443,5.91537412060756,5.1098307816865,6.14537912525259,7.66598318214237,7.40591661925468,6.73712424296029,7.55699583171303,6.56744043576559
"Hs.80712.1.A1_3p_at",4.79721948577192,4.72275118352928,4.78999089471632,4.89570998830498,4.31962222452207,5.60048881842108,6.12799426524299,5.88900721070802,6.31784369821674,6.83150886528215,4.42438677631267,5.03563373690544,5.06732894874987,5.01312623266152,3.96881546161364,5.25648946304894,6.28578648589174,5.71035749504284,5.02220495478845,6.07624000547173
"Hs.79337.2.S1_3p_a_at",4.20448464128259,5.24526228926643,5.77900392278654,6.03317666977376,5.28533934372139,5.06328534668919,4.61001269316927,5.4478176090625,4.55928616775981,5.80148463283802,6.53864251645439,4.57497799986005,4.39161945392467,5.06272490696945,4.11872039555563,4.22236660072883,4.74913083938965,4.53753656440815,3.99966557313565,2.8853995678515
"Hs2.322903.5.S1_3p_a_at",5.92070686753716,5.63979660722506,5.86818853979442,6.0212384821074,6.71164914628911,5.46932845484943,5.16446962143647,6.03505198576377,6.3451035472186,5.7646610136659,6.35387196050884,5.68681574639743,6.50778834230409,5.92225693892388,6.17849676590894,5.12119053607475,6.61241453650383,5.48278919137217,5.50132652999724,7.27832908143718
